店家代號,2022年1月,2022年2月,2022年3月,2022年4月,2022年5月,2022年6月,2022年7月,2022年8月,2022年9月,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月
859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
861,0,0,4,0,0,2,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
869,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
890,0,0,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
945,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0
963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
